Título,Data,Visitas,Votos
Como se utiliza o texto do text_input python-kivy?,16/11/18 às 17:16,509.0,0
Como converter esse código da versão 2 para 3.4 do Python?,3/04/15 às 5:18,509.0,3
Python asyncio e threading,15/08/18 às 0:53,509.0,0
Calculo da entropia de Shannon em um tráfego de rede (salvo em arquivo CAP) usando Python,1/03/17 às 14:17,508.0,2
Estrutura de Repetição em Python [fechada],13/09/17 às 15:00,507.0,-2
Ping - guardar resultados positivos numa lista,25/03/15 às 18:43,507.0,2
Exportar um dicionário para arquivo .txt,28/09/18 às 2:17,507.0,0
Como descobrir se um número é subnúmero,27/02/16 às 1:46,507.0,2
Tratamento de campo no Model antes de gravar no banco de dados (Python + Django),31/08/18 às 11:46,507.0,2
Como salvar um gráfico em uma imagem PNG?,12/12/18 às 12:40,506.0,4
Como obter somente os registros não duplicados com pandas,16/06/19 às 12:11,506.0,0
Como criar nomes de variáveis durante a execução de um código?,18/08/17 às 0:46,506.0,1
Como descobrir números maiores que X numa lista,23/09/17 às 1:02,505.0,1
python & selenium - aguardar download terminar para fechar o navegador,24/08/19 às 22:26,505.0,0
Site com HTML oculto,19/05/18 às 21:29,505.0,0
Como criar um usuario com AbstractBaseUser ou AbstractUser. (Erros de login),6/02/19 às 12:03,505.0,1
"Em Python, quais as consequências em usar 'is' no lugar de '=='",24/10/14 às 21:44,505.0,18
É possível instalar o Python no Windows 10 sem privilégios de administrador?,27/12/18 às 13:10,505.0,-1
Instância no model do Django com problema,12/11/15 às 18:42,505.0,4
preApproval data is required [fechada],17/02/17 às 1:12,505.0,3
Média entre vetores dentro de funções (python),4/07/18 às 15:09,504.0,0
Somar e subtrair segundo um criterio em outra coluna,17/07/19 às 18:30,504.0,1
IDE para django? [fechada],17/08/17 às 1:20,504.0,1
Exercício de programação orientada a objetos em Python,7/07/19 às 1:41,504.0,-1
FieldError: Relation fields do not support nested lookups,22/01/16 às 18:10,504.0,24
Comparar campos em dois conjuntos de dados,24/05/16 às 17:11,503.0,2
Importar csv com pandas. Valores da coluna com ponto e vírgula. O que fazer?,17/07/20 às 0:40,503.0,-2
Analisar arquivo txt e retornar em outro arquivo - Python [fechada],18/07/18 às 0:12,503.0,0
Selenium Selecionar Botao,4/12/19 às 13:59,501.0,-2
transformar itens de uma lista em colunas separadas ou estender dataframe até o final,7/07/19 às 19:47,501.0,0
Python - Módulo Tkinter,18/03/17 às 18:40,501.0,1
typeError: 'module' object is not callable,5/06/20 às 15:26,501.0,0
Como inicializar uma lista de listas vazias?,14/05/18 às 23:31,500.0,10
Conexão Python e pymysql,28/02/18 às 1:09,500.0,0
Django Custom Template Tags,6/06/16 às 20:59,500.0,2
Exercício de ordenação de tuplas,10/03/18 às 16:14,500.0,0
Kivy nao roda erro no editor de texto,9/01/18 às 20:58,499.0,0
executar python em outra máquina,9/07/18 às 23:13,499.0,-1
Erros no programa para classificar um triângulo [fechada],10/06/17 às 8:29,497.0,3
Como plotar ou sobrepor gráficos de uma função com duas variáveis usando matplotlib?,31/01/20 às 13:18,497.0,0
Como comprimir código em python 3?,13/08/18 às 19:30,497.0,-2
Como extrair informação da table(html) e passar para uma Dataframe - Utilizando selenium,24/09/19 às 18:54,497.0,0
Extraindo dados com Beautiful Soup Python,27/10/19 às 20:28,497.0,0
Como criar um link simbólico para um código em Python no Linux?,3/11/15 às 18:25,495.0,5
Inserção de imagens no em um frame Tkinter,7/04/19 às 13:16,494.0,-1
Como somar vários números que foram digitados no output?,25/10/17 às 13:21,494.0,0
python: AttributeError: 'int' object has no attribute 'count' [fechada],28/03/19 às 0:38,493.0,0
Método reverse retorna None,12/09/18 às 1:10,493.0,2
Adicionar elementos em lista durante um loop em Python retorna sempre o mesmo valor,8/12/19 às 19:07,492.0,1
IndexError: list index out of range Python,12/09/18 às 18:02,492.0,0
O que não dá pra fazer com f-string que dá pra fazer quando se utiliza .format?,16/07/18 às 2:06,492.0,1
Utilizar função de uma pasta externa,25/06/17 às 23:09,492.0,0
Copiar intervalo de valores de um DataFrame para outro de forma transposta,3/04/19 às 19:52,492.0,0
Python: Como as rotas dinâmicas do Flask são implementadas?,13/02/18 às 12:02,490.0,0
Python Pandas: regravando pd.read_table() com os comentários originais,3/03/17 às 13:36,490.0,2
Salvar array em CSV python,4/09/19 às 18:21,490.0,0
Criar tuplas com valores aleatórios,8/06/19 às 0:29,490.0,0
Converter busca com PyMongo: Dicionário em JSON,4/12/14 às 17:21,490.0,0
Como fazer uma requisição em um servidor utilizando certificado digital para autenticação em Python/Django,6/03/19 às 1:42,489.0,0
Problema com leitura de arquivos em python,9/09/17 às 0:54,489.0,1
Erro gravando arquivo binário em Python,31/05/15 às 20:00,488.0,1
Como fazer uma animação mostrar cada alteração no conjunto de dados? Com matplotlib,17/07/17 às 21:18,488.0,3
Iterar por vários arquivos XMLs com Python,18/02/19 às 0:47,488.0,4
Como detectar quebra de linha em input Python?,29/09/18 às 17:05,487.0,2
Quero fechar um arquivo em python e depois abri-lo de novo,14/02/19 às 18:48,487.0,0
É possível ter um split() com duas ou mais condições no Python?,9/01/19 às 19:38,487.0,3
"Em pandas e unidecode, como evitar mensagens de aviso - copy of a slice from a DataFrame?",2/03/18 às 14:03,486.0,0
Enviar formulário Django,9/08/17 às 17:06,486.0,0
Integrar RDStation com Django + Python p/ envio de lead,26/09/18 às 14:12,486.0,0
Que linguagem tem melhor performance para o webcrawler multithread utilizando paralelismo [fechada],9/05/15 às 14:43,486.0,2
PyQT chamando arquivo criado pelo QtDesigner,8/02/17 às 15:30,486.0,0
Alguém poderia me ajudar a identificar o erro? 1179 Preenchimento de Vetor IV -URI,24/12/17 às 5:34,485.0,1
"Queria fazer um quadrado magico, onde coloco 9 números, e a soma deles tem que resultar 15 (nas horizontais e verticais)",25/12/17 às 0:36,485.0,-1
Como faço para testar o tipo do usuário e mandar para views diferentes em generic views do DJANGO,2/06/17 às 12:58,484.0,1
Problema transformada de Fourier,23/06/18 às 2:33,483.0,2
Procurar e-mail ou palavra dentro de um site com selenium webdriver no python?,4/09/19 às 19:06,483.0,0
Como ler Yaml com Python?,16/11/16 às 10:50,482.0,5
como retorna os indices de uma lista python,8/04/20 às 17:06,482.0,-1
Cannot import X,25/12/17 às 21:39,482.0,2
Erro ao dividir imagem ao meio usando Python,15/11/18 às 18:25,482.0,7
Python: listbox com multiplas colunas no Tkinter - ordenar colunas ao clicar nelas,6/06/19 às 19:20,481.0,1
Como pegar as 10 palavras mais frequentes de em array?,30/06/17 às 15:56,481.0,5
Renomear arquivos com data em python,23/10/18 às 17:32,480.0,-1
Alterar lagura e altura da célula do Excel utilizando xlwt,21/09/16 às 20:19,480.0,2
Simulação FM em Python,20/04/16 às 14:47,480.0,1
Pacotes python com instalação de dependencia,13/11/14 às 2:24,479.0,3
Socket Python mantem aberto mesmo usando Close,19/09/16 às 3:01,479.0,1
"Como exportar classes, métodos ou constantes em um módulo do Python",12/07/19 às 15:26,479.0,4
Como reduzir o tempo de execução de um programa em python?,27/12/18 às 13:47,478.0,2
Como chamar um script Python em um código C++ no Qt creator?,11/02/15 às 17:18,478.0,3
É possível nomear um parâmetro no momento da chamada da função?,28/01/15 às 14:36,478.0,9
Acesso Negado ao inserir valor no registro do windows por Python,2/01/17 às 20:59,478.0,1
Piscar um texto no Tkinter / Efeito colateral,17/12/17 às 12:48,477.0,3
Predição com Redes Neurais TensorFlow,21/08/17 às 21:14,477.0,6
Queryset no django sem case-sensitive,29/05/15 às 1:17,477.0,3
Criação de tabelas flask-sqlalchemy,22/12/18 às 3:04,477.0,1
Como abrir arquivo separando cada linha em um item de uma lista/tupla?,23/03/17 às 16:51,475.0,2
Existe uma forma melhor de construir um grafo?,8/02/18 às 17:45,475.0,3
Usar mais de uma linguagem no mesmo projeto?,4/06/19 às 8:42,475.0,1
Dicionários recebendo lista com valores,22/05/16 às 21:16,474.0,2
Como chamar método de classe em outro app?,29/12/17 às 16:02,474.0,2
Erro no tratamento de exceção(try) em python,9/12/16 às 2:40,474.0,1
Como o Python trata o comando “yield” internamente?,2/03/19 às 15:26,474.0,15
Buscar Somente os números de uma String usando Regex em python [fechada],23/07/19 às 19:18,474.0,2
Função encode() e criação de hashes,29/12/18 às 0:15,474.0,3
Como abrir um arquivo txt e usar para imprimir oque eu quero,16/10/18 às 13:34,474.0,0
"Coletar link da imagem com python , selenium e webdriver",26/08/19 às 0:58,474.0,-1
verificar matriz simétrica,22/06/19 às 17:25,473.0,1
Não consigo imprimir uma variável que recebe o valor de uma posição de lista,6/09/15 às 22:29,472.0,0
Python3.5 - Importar vários arquivos de uma pasta,28/12/17 às 12:40,472.0,1
Encontrar um especifico elemento em uma lista com sub-listas (Python),11/04/18 às 0:18,471.0,0
Como colocar mais de um parâmetro em Python?,22/08/17 às 23:00,470.0,2
Botões com imagens dinâmicos com kivy,11/12/18 às 1:23,470.0,0
Dividir uma coluna em duas a partir de um parâmetro - Python,7/04/20 às 14:23,469.0,-1
Como mudar o formato de uma célula com Pyhton e OpenPyXL?,29/01/19 às 12:07,469.0,1
Abrir arquivos através do diretório relativo,16/09/17 às 23:44,469.0,0
Pandas SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame,18/09/18 às 1:05,468.0,2
Como fazer uma classe ou função de testes com pytest?,6/08/16 às 1:38,468.0,0
Criação de diretórios em Python,16/07/17 às 2:56,467.0,1
Como decompilar código de um módulo python usando marshal,10/03/14 às 20:57,465.0,3
Separar valores de um JSON em vários campos,14/02/19 às 14:25,464.0,0
Erro: No module named 'email.utils'; 'email' is not a package [fechada],22/10/19 às 21:57,464.0,-1
Comparar datas em um array?,26/03/17 às 23:20,463.0,1
manipulação de string python,4/07/18 às 20:30,463.0,2
Erro em subprocess.run( ) in Python 3.7.2,19/02/19 às 13:45,463.0,1
"Em requests, como ler corretamente o encoding ISO-8859-1?",31/05/19 às 15:38,462.0,1
Python import arquivo a partir de variável,12/04/18 às 12:09,462.0,0
Entendendo o modo pythônico de lidar com propriedades,30/06/15 às 23:56,462.0,6
"Método “sort” retornando apenas “None”, qual o motivo?",11/04/19 às 18:04,462.0,2
Todos os dados de uma linha no dataframe estão indo para a primeira coluna utilizando Pandas python,20/02/19 às 6:18,462.0,0
Como pegar um valor de um certo atributo com o BeautifulSoup,24/10/17 às 22:10,462.0,1
"dividir uma string de n em n chars, split() de n n",20/07/16 às 14:33,461.0,5
Python - Indicação do Path de um arquivo para leitura,11/08/17 às 14:46,461.0,1
Como deletar caracteres de uma string dentro de uma matriz em Python,26/10/17 às 16:38,461.0,2
Relacionar listas índices em python,28/05/16 às 17:18,461.0,0
verificar se duas chaves de um dicionario possuem valores iguais,7/09/17 às 17:25,459.0,3
Converter um arquivo txt em numero inteiros. Python,17/05/18 às 3:19,458.0,0
Comparar Hash de dois arquivos em Python,4/01/19 às 13:45,458.0,1
Como organizar o código pygame de forma correta?,1/11/17 às 0:29,458.0,1
can only concatenate list (not “str”) to list,30/11/17 às 12:45,457.0,0
getch python retornando sem usar,26/11/16 às 20:18,457.0,1
runtime error - questão,28/09/18 às 22:37,456.0,1
Como “gerar” vários clientes TCP usando Threads num mesmo script?,17/08/16 às 19:31,456.0,1
Obter o usuário logado no Django Admin,30/06/19 às 14:35,456.0,1
Considerações probabilísticas sobre o Cálculo da Entropia de Shannon em um tráfego de rede,23/09/17 às 20:26,456.0,3
Passar argumentos da view para o form Django,12/03/19 às 0:37,455.0,1
Importar CSV para a database do Django,24/07/18 às 17:54,455.0,0
Tipo dos elementos de uma lista - Python,8/05/17 às 17:42,455.0,0
Selecionar maior valor por linha de duas colunas (Python) [fechada],13/09/19 às 3:33,454.0,0
AttributeError: 'tuple' object has no attribute 'reshape',2/08/18 às 13:11,454.0,1
Máximo de ocorrências num dicionário python,27/05/16 às 14:47,454.0,3
Implementar Thread em Python,23/07/19 às 15:58,454.0,3
Importações no arquivo __init__.py,9/08/18 às 18:26,454.0,2
Ler as últimas 5 linhas de um arquivo através do Python,3/09/15 às 20:59,454.0,3
Problema com gráfico em Python,20/11/18 às 11:22,454.0,1
Usar método sem self no Python,24/02/19 às 12:32,453.0,2
Série Fatorial do site thehuxley.com,4/05/14 às 3:22,451.0,9
Como implementar uma fila prioritária que obedeça ainda outros requisitos?,2/07/17 às 13:46,451.0,1
python (Logging) arquivo de log diario,18/03/19 às 16:02,451.0,0
pegar valor espcefico de um texto do tipo string [PYTHON],12/05/19 às 11:40,451.0,0
Regex na função Find() no python,19/12/16 às 18:19,451.0,4
Como simular um form action=POST com urllib2,14/04/15 às 15:16,450.0,3
Como parar um loop em um determinado horário?,15/06/18 às 3:56,449.0,2
Atribuir texto em arquivo TXT para uma variável,25/04/18 às 13:51,449.0,1
Calcular média com exame final se for reprovado nas notas normais,24/06/19 às 18:36,449.0,0
Como executar um loop até as linhas de um determinado arquivo.txt acabar,27/04/17 às 0:49,449.0,1
Comando exec não funciona em python,27/08/14 às 5:13,448.0,1
Criando Tabela/BD com Django?,21/06/18 às 17:12,448.0,1
Pegar o ID do usuário logado Python,29/10/18 às 12:29,448.0,1
Como executar comandos Python dentro do cmd usando um script,20/06/20 às 19:10,446.0,0
Problema ao mostrar imagem no imshow,20/02/19 às 0:32,446.0,1
Django Models - ForeignKey como chamar método dentro da class pelo Admin,24/09/19 às 15:35,446.0,0
Removendo ponto de interrogação desnecessário de uma String,27/08/18 às 21:50,445.0,-3
Build do Sublime Text 2 dá resultado diferente do iPython na linha de comando,8/03/14 às 16:55,445.0,2
Problema com IF/ELSE e variáveis,14/08/15 às 8:04,444.0,1
MemoryError no pandas,5/10/17 às 12:24,444.0,1
Como contar quantos números ímpares há entre -999 e 0 [fechada],30/07/19 às 21:04,444.0,-2
Python-Tkinter. como fechar uma janela usando o código e não o botão fechar?,30/01/19 às 15:43,444.0,1
Qual a diferença de i += 2 e i = i + 2?,9/08/19 às 21:45,444.0,15
Compactar e descompactar arquivo em memoria,10/01/17 às 15:37,443.0,3
Regressão Linear em Vários Produtos,31/01/18 às 12:08,443.0,2
Quero transformar um texto em uma lista de dicionários,27/01/19 às 23:00,442.0,1
Get and Set usando PROPERTY - Python3,28/06/17 às 14:44,442.0,1
quebrar lista por tamanho python,12/11/18 às 22:22,442.0,2
Chamada de métodos da Classe em Python,14/06/18 às 0:26,442.0,0
Encontrar valor que mais se repete,29/08/18 às 17:46,442.0,3
Upload de imagens no Django,6/10/17 às 1:19,441.0,1
Python -->ValueError: incomplete format,13/05/16 às 23:45,441.0,2
Como posso criar funções de sequencia e series matematicas no python?,23/12/17 às 22:58,440.0,1
Alterar tela pelo arquivo python em kivy,12/07/18 às 5:44,440.0,1
Como Forçar Finalização uma Thread no Python?,23/06/18 às 6:45,440.0,7
Como salvar arquivos binários em python?,13/11/18 às 20:00,440.0,0
Python - KeyError,1/10/18 às 21:53,439.0,0
zip argument #1 must support iteration (não entendi esse erro),11/03/19 às 18:59,439.0,2
Erro na instalação do Chatterbot (python),25/11/19 às 2:41,439.0,0
Em Python 2 é mais performático usar range ou xrange?,17/12/15 às 18:43,439.0,7
Como fazer translação de uma imagem em python?,8/10/14 às 2:03,439.0,2
Como simular a função title do Python [string.title()] no Java?,24/08/14 às 20:46,438.0,2
Manter valor de variavel em uma função python,9/06/16 às 20:24,438.0,1
Paralelizar algoritmo de ordenação Odd-even sort em python,20/06/17 às 19:30,438.0,7
Python + NFSe Prefeitura de BH,26/10/15 às 18:38,438.0,4
Multiprocessing com funções em loop infinito python [fechada],8/12/17 às 11:44,438.0,1
Python - Problema ao fazer o print dentro de um loop,14/02/17 às 3:14,438.0,2
Python transformar um numero em inteiro,2/04/18 às 2:14,438.0,0
"Não consigo realizar a soma dos 100 primeiros números primos, onde estou errando?",3/05/19 às 3:44,437.0,0
Regex em Python Validar E-mail [duplicada],20/03/19 às 14:44,437.0,0
Django + AJAX - POST 404 (Not Found),10/01/18 às 14:07,437.0,0
Capaz de ver através de cubos - opengl - pyopengl,4/02/15 às 0:42,437.0,1
Integração LaTex e Python ou R [fechada],12/03/18 às 18:07,437.0,0
Como usar joblib no Python para paralelismo?,12/08/17 às 17:37,436.0,2
Obter valor de uma célula de Excel com OpenPyxl (Python),24/12/19 às 20:52,436.0,-1
TypeError: 'AutoTrackable' object is not callable,2/12/19 às 19:34,436.0,0
Problema de “AttributeError: __exit__” no Python,4/12/16 às 0:58,436.0,5
Como imprimir pagina,9/05/16 às 22:52,436.0,0
Blueprints - qual o conceito? para que serve?,14/06/16 às 19:12,435.0,2
Qual a função de StandardScaler() do Sklearn,8/12/19 às 16:17,435.0,0
Contador de soluções em recursão,18/09/17 às 0:27,435.0,0
O que significa esse ponto “.” em Python?,21/04/17 às 13:42,435.0,5
RuntimeError: numero máximo de chamadas recursivas excedido - python,7/11/17 às 18:51,434.0,2
Duvida ao Preencher um combo-box com Selenium e Python,16/07/19 às 2:35,434.0,0
Classes abstratas em Python,2/04/18 às 6:36,434.0,1
Formato de apresentação TimeField no Django,5/11/18 às 16:59,434.0,1
Problema com dicionário - AttributeError: 'int' object has no attribute 'get',29/12/17 às 5:51,434.0,1
Python - Exercicio de Tabuada- For - Matriz,19/04/19 às 23:20,434.0,1
Como guardar alterações do usuário,11/06/14 às 10:50,434.0,2
Como acessar conteudo de um arquivo json?,6/06/18 às 3:17,434.0,1
Como fazer um grafico apartir de um dicionario python,1/02/19 às 13:24,434.0,1
Python: index 5324 is out of bounds for axis 0 with size 5040 [fechada],25/01/16 às 20:04,433.0,1
Dá para fazer o for em 1 linha?,25/06/20 às 11:55,432.0,7
Converter uma variável byte em string?,8/05/19 às 13:08,432.0,-1
Ler blocos de tags XML com base em uma busca,20/04/17 às 12:32,432.0,1
Teria como criar uma função para diminuir a quantidade de if's do programa?,31/01/20 às 3:40,432.0,-1
Erro no Django 2.2 - conexão com o mysql,6/07/19 às 16:19,431.0,1
Python - Json : KeyError,21/11/18 às 16:59,431.0,0
Mineração de texto com Scikit-learn,30/07/17 às 11:20,431.0,0
"Input pula linha, como não pular em Python? [fechada]",6/04/19 às 1:32,431.0,-1
Como configurar o SublimeREPL para o Anaconda (Python)?,9/03/14 às 16:49,431.0,0
Como determinar o índice de elementos de uma lista noutra,23/05/16 às 18:23,431.0,7
Substituir determinados valores pela media em um DataFrame do pandas,8/02/20 às 1:54,431.0,0
Dificuldade com socket.recv(),24/10/16 às 13:50,430.0,3
Apagando linhas apenas se alguma célula da planilha esteja em branco (usando um script),28/05/17 às 15:04,430.0,1
Como simular um contra-relógio com tkinter?,14/01/15 às 15:47,430.0,5
Métodos de uma classe são recriados para cada instância no Python?,16/03/19 às 0:50,430.0,6
Estou tendo problemas para instalar o virtualenv através do pip install,11/05/20 às 18:55,430.0,-2
Integração AngularJS e Django forms para gravar dados [fechada],1/10/15 às 17:53,430.0,2
Django session timer countdown,13/01/15 às 20:49,429.0,4
Atributos mais Importantes no Random Forest Classifier,6/12/17 às 16:34,428.0,2
Python e Selenium: SyntaxError: invalid syntax [fechada],13/01/16 às 13:45,428.0,0
Web scraping em uma url específica com BeautifulSoup,11/03/17 às 12:14,428.0,1
Enviando e-mail com anexo excel - Python,2/04/19 às 21:26,428.0,0
Como usar o .replace() para remover strings em Python,15/04/20 às 23:33,428.0,3
Calcular curva de roc (sensibilidade e especificidade) com scklear,22/07/18 às 21:10,428.0,0
Inserindo um objeto JSON em um campo JSON no PostgreSQL com Python,5/12/18 às 13:21,428.0,0
Como adicionar campos dinamicamente em Django?,13/01/16 às 17:57,428.0,1
Erro com requisições com scrapy,9/09/16 às 13:19,427.0,3
procurar dado em um json python,23/05/18 às 18:15,427.0,0
Por que fazer uso de exceções em Python utilizando o raise?,29/10/17 às 0:14,427.0,0
Como manipular atributo Date vindo de um resultado Json em Python,9/08/19 às 16:49,426.0,-1
Listas e dicionários python,30/05/16 às 16:58,426.0,5
"Como redirecionar url com argumento para outra pagina no Django? (UpdateView, GenericView)",5/06/17 às 14:08,425.0,1
Anaconda para Pycharm no Linux,19/03/19 às 18:16,425.0,0
Como atribuir os elementos de uma lista a diferentes variáveis em Python?,28/11/18 às 13:30,425.0,-1
Como atribuir uma class css nos formulários do django,5/05/19 às 2:52,425.0,1
Como inserir um array em uma variável?,31/03/15 às 23:50,424.0,1
Batch File para acessar multiplos diretórios e executar python script em diferentes command prompts,1/10/18 às 13:05,424.0,0
SQLite - Python - referir a coluna de tabela num loop,18/12/17 às 20:05,424.0,0
Inserir documentos no MongoDB via pymongo,17/07/18 às 21:53,423.0,0
"Acerca da estrutura da função 'sorted', como ela funciona?",3/12/18 às 23:15,423.0,1
O que determina uma variável como um array em Python?,4/09/18 às 19:14,422.0,3
Dúvida sobre a função slice,28/12/17 às 0:09,422.0,1
"Contagem de elementos de uma matriz, armazenando informações em outra",5/09/18 às 14:59,421.0,1
"Script que recebe uma lista de números inteiros, ordena e retira duplicados",29/06/18 às 17:32,421.0,-3
"Glossário Python, biblioteca é sinônimo de pacote? Modulo é sinônimo de classe?",21/04/19 às 0:01,420.0,0
Calcular o produto cartesiano com programação funcional,31/03/18 às 23:23,420.0,2
Python URI Online Judge (1021): o que há de errado com o meu código?,30/03/19 às 14:55,419.0,0
Atalho pela letra inicial OptionMenu no TKinter em Python,9/01/18 às 20:26,419.0,1
Como dar vários prints em python no mesmo lugar do terminal? [duplicada],20/09/17 às 11:30,419.0,1
Numeros Primos usando Threads Em Python,9/11/15 às 18:29,418.0,2
Exercício Gasto de Combustível em Python,3/08/19 às 23:10,417.0,0
Algoritmo Grafos para resolver Sudoku,28/03/18 às 21:23,417.0,1
Como selecionar e imprimir um valor dentro de uma lista criada por um “def”,23/02/17 às 8:09,416.0,1
Como fazer um programa ser executado dentro de uma janela em pygame?,21/11/18 às 16:39,416.0,1
Como criar serviço de streaming com python e django [fechada],10/11/17 às 20:35,416.0,1
Erro ao tentar fazer download de zip da BMF com python,11/04/17 às 22:34,416.0,1
Parâmetro name em URLconfs do Django,25/05/17 às 23:58,416.0,2
Atribuição e OO em Python,22/07/17 às 17:27,415.0,3
KeyError: '>R' no Python do Google Colab,19/03/20 às 13:22,414.0,3
Gráfico em barras gerado com Python ficou ilegível. Como melhorá-lo? Como trabalhar com um dataset de mais de 1 milhão de linhas?,26/08/17 às 14:39,414.0,-2
Como adicionar texto a uma linha específica em arquivo txt em Python?,14/03/20 às 3:02,414.0,3
Mostrar lista de emails com Tkinter,10/01/16 às 1:57,414.0,1
Lendo lista de inteiros a partir de um arquivo binário,7/10/17 às 0:25,413.0,1
Calcular a quantidade de números pares em uma tupla de forma recursiva,17/12/18 às 15:32,413.0,0
Json pela URL em python?,5/07/18 às 19:43,412.0,0
O Pytesseract não reconhece apenas uma letra,16/07/19 às 2:41,412.0,1
Testar função de soma,13/06/18 às 12:20,412.0,2
Adicionar valores em uma lista,8/05/19 às 23:40,411.0,-3
Ler informações de arquivo. txt utilizando Python,13/11/18 às 21:24,411.0,2
"Como executar duas funções, ambas contendo loop infinito, simultaneamente em Python?",20/09/19 às 16:11,411.0,0
Chamar função Python que já esteja rodando,5/10/18 às 22:54,411.0,0
Como faço para integrar meu projeto Django com o Scrapy? [fechada],26/04/17 às 12:28,410.0,0
O que é um mapa de hash em Python?,8/10/19 às 23:04,410.0,1
Exercicio While para Prova,24/05/17 às 17:19,409.0,1
PSYCOPG2 - Paginação,3/02/16 às 20:51,409.0,2
Erro: “illegal target for variable annotation” usando “@property”,2/10/18 às 21:53,409.0,2
passar lista de um método para outro em python,15/03/19 às 11:30,408.0,1
Como deixar o programa aberto em python,28/04/19 às 19:30,408.0,0
Combinação de valores pra seleção de amostras,5/04/19 às 11:25,408.0,3
Tela preta ao executar um programa com Kivy,4/10/18 às 15:54,408.0,1
Posso me tornar um programador estudando Python usando QPython? [fechada],26/07/15 às 15:53,407.0,0
Problema em manter aspas,16/12/18 às 12:19,407.0,0
Incremento em lista Python,8/07/16 às 19:05,407.0,3
Classificar gramaticalmente uma palavra em português,5/02/18 às 17:08,407.0,0
"Combinar todas as coordenadas x, y, z de uma lista de tuples",6/01/17 às 14:14,406.0,7
Como ter dois contadores no mesmo laço de repetição?,21/06/18 às 16:44,406.0,0
Concatenação de múltiplas listas com Python,8/08/18 às 18:14,405.0,0
Ler um arquivo.dat e atribuir nomes para as colunas do mesmo usando Pandas,7/08/19 às 0:56,404.0,1
Trocar Valores de String de um Dataset para valores 'Float',4/12/18 às 20:26,404.0,0
Refatoração: Quando um método é “grande demais”?,10/02/14 às 0:58,404.0,8
NameError: name X' is not defined - django rest framework,9/04/20 às 18:35,404.0,-1
Herança de Templates não esta funcionando,24/09/17 às 17:26,404.0,1
"Urllib2, tratamento de exceções",15/04/15 às 23:42,403.0,5
(Flask) Ajax JSON com JQuery-Datatable,20/11/17 às 16:11,403.0,0
Alterando chave no registro do Windows 10,3/08/16 às 16:37,403.0,3
Ajax com Python - Quero chamar função que está em default,6/06/16 às 12:41,403.0,0
Converter número em horas em python,8/01/19 às 23:15,403.0,-2
Desencadear um evento após dois clicks em botão,11/10/16 às 23:44,403.0,3
Python - Select clicável,26/07/18 às 12:44,402.0,0
"Por que, em Python, a raiz cúbica calculada no formato X**(1/3) não retorna o número correto? [duplicada]",28/07/19 às 17:52,402.0,0
Enviando um payload com scapy,12/08/16 às 20:54,402.0,1
Como rodar um crawler em Python com PHP,27/01/17 às 12:45,402.0,2
Como abrir um arquivo unicode dentro de um zip?,16/12/13 às 0:45,401.0,6
Lendo CSV com Python,23/03/17 às 20:05,401.0,1
Validação dos 2 últimos dígitos de CPF em um único laço for,9/11/19 às 22:38,401.0,-1
Reinstalação do Python no Ubuntu 14.04,30/08/16 às 12:58,400.0,2
Como ordenar e sequenciar dados de um arquivo,23/11/17 às 18:46,400.0,0
erro instalar a virtualenv no python,22/05/20 às 19:03,400.0,2
Percorrer lista 2D em Python,23/02/17 às 19:29,400.0,1
Visual Studio utf-8 error,2/10/16 às 0:05,399.0,2
Faça um programa que inverta um número inteiro com dois algarismos,10/04/20 às 3:08,399.0,0
Erro “No module named 'pytube'”,2/01/17 às 16:34,398.0,1
"Problema ao compilar python nas bibliotecas pyqt, com py2exe",3/02/16 às 0:24,398.0,1
Somar elementos da primeira matriz com os da segunda matriz no Python,10/05/19 às 19:17,398.0,0
Problema com meu jogo da Forca - Python,21/05/17 às 2:31,398.0,1
Como melhorar algoritmo de máximo divisor comum - URI 1028,5/08/18 às 13:46,397.0,2
Estou com problemas ao criar um Chatbot em Python,22/04/19 às 16:06,397.0,0
Fazer merge em CSV com Python,11/06/15 às 19:55,397.0,6
Fazer com que alterações em listas sejam locais em Python?,25/09/14 às 3:13,396.0,5
Descobrir porcentagem em números repetidos - Python - Estatística [fechada],28/06/17 às 11:30,396.0,-1
Importar atributos de classes de models de outro app,27/01/17 às 4:57,396.0,0
Calculo para comprar combustivel por valor?,31/10/16 às 23:02,396.0,1
Como consigo usar o Scrapy no Anaconda,18/09/18 às 0:58,396.0,0
Python / Pandas - erro na leitura de arq. csv ( path),28/10/19 às 14:53,395.0,-1
Erro no deploy django/app no heroku?,24/08/17 às 16:06,394.0,1
Como imprimir PDF'S com python verificando se a impressão foi bem sucedida?,25/02/19 às 14:50,394.0,0
Como alterar apenas uma cor no Pillow (Python),29/05/19 às 22:58,394.0,0
Decodificar entidades HTML num string em Python,2/12/14 às 18:59,394.0,4
Somar valores de listas com tamanhos diferentes,28/02/19 às 6:20,393.0,5
carregar processo independente,24/06/14 às 13:16,393.0,5
Mudar codificação no pd.to_datetime,22/05/17 às 17:18,393.0,1
Como criar um contador na detecção de face?,3/06/18 às 16:22,393.0,3
Extrair texto de imagem sem usar Tesseract,13/10/19 às 23:56,392.0,0
Guardar variável binário em modo de lista,27/09/17 às 9:24,392.0,1
